-0.40000, 2.10000, 1.50000, 90.000, 0.000, 180.000, 0.00000, -1.00000, 0.00000
-0.40110, 2.09711, 1.50117, 89.949, 0.001, 180.009, 0.00016, -1.00000, -0.00089
-0.40419, 2.08976, 1.50409, 89.840, 0.012, 180.042, 0.00073, -1.00000, -0.00280
-0.40750, 2.08331, 1.50657, 89.789, 0.037, 180.093, 0.00163, -0.99999, -0.00368
-0.41048, 2.07905, 1.50806, 89.792, 0.083, 180.162, 0.00284, -0.99999, -0.00363
-0.41377, 2.07550, 1.50916, 89.800, 0.150, 180.251, 0.00439, -0.99998, -0.00350
-0.41732, 2.07211, 1.51028, 89.803, 0.211, 180.333, 0.00582, -0.99998, -0.00344
-0.42096, 2.06863, 1.51156, 89.772, 0.269, 180.401, 0.00701, -0.99997, -0.00398
-0.42486, 2.06533, 1.51284, 89.692, 0.322, 180.463, 0.00811, -0.99995, -0.00538
-0.42918, 2.06227, 1.51396, 89.621, 0.342, 180.527, 0.00923, -0.99994, -0.00661
-0.43393, 2.05938, 1.51487, 89.573, 0.343, 180.599, 0.01051, -0.99992, -0.00746
-0.43912, 2.05673, 1.51561, 89.531, 0.343, 180.674, 0.01182, -0.99990, -0.00819
-0.44423, 2.05439, 1.51633, 89.494, 0.343, 180.732, 0.01283, -0.99988, -0.00884
-0.44908, 2.05232, 1.51704, 89.461, 0.339, 180.768, 0.01346, -0.99987, -0.00940
-0.45386, 2.05056, 1.51772, 89.434, 0.323, 180.786, 0.01377, -0.99986, -0.00988
-0.45891, 2.04900, 1.51844, 89.401, 0.300, 180.809, 0.01418, -0.99985, -0.01045
-0.46439, 2.04748, 1.51926, 89.350, 0.275, 180.843, 0.01477, -0.99983, -0.01134
-0.47014, 2.04614, 1.52012, 89.292, 0.243, 180.881, 0.01543, -0.99980, -0.01235
-0.47568, 2.04509, 1.52084, 89.269, 0.192, 180.920, 0.01610, -0.99979, -0.01275
-0.48088, 2.04437, 1.52133, 89.297, 0.121, 180.955, 0.01669, -0.99979, -0.01226
-0.48588, 2.04394, 1.52168, 89.366, 0.030, 180.990, 0.01728, -0.99979, -0.01106
-0.49093, 2.04338, 1.52227, 89.422, -0.063, 181.036, 0.01806, -0.99979, -0.01009
-0.49577, 2.04237, 1.52314, 89.451, -0.161, 181.093, 0.01905, -0.99977, -0.00959
-0.50062, 2.04121, 1.52425, 89.467, -0.263, 181.161, 0.02022, -0.99975, -0.00930
-0.50653, 2.04075, 1.52548, 89.486, -0.340, 181.231, 0.02143, -0.99973, -0.00897
-0.51357, 2.04076, 1.52676, 89.517, -0.393, 181.319, 0.02296, -0.99970, -0.00843
-0.52166, 2.04085, 1.52816, 89.551, -0.423, 181.412, 0.02459, -0.99967, -0.00784
-0.53009, 2.04107, 1.52975, 89.564, -0.430, 181.448, 0.02521, -0.99965, -0.00761
-0.53829, 2.04174, 1.53146, 89.370, -0.400, 181.389, 0.02415, -0.99965, -0.01100
-0.54682, 2.04293, 1.53335, 88.954, -0.338, 181.261, 0.02190, -0.99959, -0.01825
-0.55656, 2.04384, 1.53545, 88.760, -0.309, 181.202, 0.02086, -0.99955, -0.02164
-0.56755, 2.04418, 1.53785, 88.766, -0.315, 181.331, 0.02311, -0.99950, -0.02153
-0.57976, 2.04424, 1.54047, 88.789, -0.337, 181.678, 0.02915, -0.99935, -0.02114
-0.59231, 2.04463, 1.54279, 88.824, -0.369, 182.024, 0.03518, -0.99917, -0.02052
-0.60475, 2.04559, 1.54474, 88.884, -0.423, 182.323, 0.04037, -0.99899, -0.01948
-0.61755, 2.04709, 1.54641, 88.959, -0.489, 182.630, 0.04573, -0.99879, -0.01817
-0.63092, 2.04872, 1.54798, 88.990, -0.516, 182.905, 0.05051, -0.99857, -0.01763
-0.64448, 2.05026, 1.54951, 88.971, -0.451, 183.117, 0.05422, -0.99837, -0.01795
-0.65858, 2.05193, 1.55095, 88.932, -0.314, 183.293, 0.05733, -0.99818, -0.01864
-0.67399, 2.05389, 1.55234, 88.914, -0.250, 183.541, 0.06167, -0.99792, -0.01896
-0.69096, 2.05610, 1.55375, 88.970, -0.308, 183.940, 0.06860, -0.99748, -0.01798
-0.70928, 2.05860, 1.55512, 89.089, -0.432, 184.416, 0.07687, -0.99691, -0.01590
-0.72718, 2.06123, 1.55640, 89.145, -0.490, 184.704, 0.08187, -0.99653, -0.01492
-0.74389, 2.06401, 1.55767, 89.038, -0.468, 184.791, 0.08337, -0.99638, -0.01679
-0.76019, 2.06695, 1.55885, 88.809, -0.409, 184.799, 0.08350, -0.99629, -0.02079
-0.77758, 2.06970, 1.55978, 88.702, -0.350, 184.886, 0.08501, -0.99612, -0.02266
-0.79662, 2.07223, 1.56056, 88.753, -0.288, 185.091, 0.08860, -0.99583, -0.02176
-0.81676, 2.07458, 1.56110, 88.884, -0.222, 185.381, 0.09369, -0.99541, -0.01947
-0.83605, 2.07680, 1.56129, 88.998, -0.197, 185.678, 0.09886, -0.99495, -0.01748
-0.85378, 2.07889, 1.56133, 89.067, -0.251, 185.980, 0.10410, -0.99443, -0.01629
-0.87067, 2.08085, 1.56135, 89.121, -0.368, 186.294, 0.10952, -0.99387, -0.01535
-0.88843, 2.08281, 1.56135, 89.191, -0.423, 186.536, 0.11372, -0.99341, -0.01413
-0.90772, 2.08488, 1.56093, 89.309, -0.353, 186.687, 0.11637, -0.99313, -0.01206
-0.92787, 2.08697, 1.55970, 89.446, -0.191, 186.766, 0.11778, -0.99299, -0.00967
-0.94711, 2.08880, 1.55828, 89.500, -0.076, 186.854, 0.11932, -0.99282, -0.00872
-0.96520, 2.09028, 1.55691, 89.440, -0.029, 186.998, 0.12182, -0.99250, -0.00977
-0.98243, 2.09149, 1.55532, 89.300, -0.009, 187.152, 0.12448, -0.99215, -0.01223
-0.99910, 2.09292, 1.55351, 89.202, -0.007, 187.217, 0.12561, -0.99198, -0.01393
-1.01524, 2.09477, 1.55144, 89.162, -0.011, 187.223, 0.12571, -0.99196, -0.01463
-1.03078, 2.09683, 1.54913, 89.146, -0.042, 187.223, 0.12571, -0.99195, -0.01491
-1.04662, 2.09858, 1.54702, 89.144, -0.119, 187.229, 0.12579, -0.99194, -0.01494
-1.06340, 2.09990, 1.54479, 89.409, -0.356, 187.389, 0.12853, -0.99165, -0.01031
-1.08052, 2.10090, 1.54270, 89.977, -0.742, 187.732, 0.13454, -0.99091, -0.00041
-1.09624, 2.10189, 1.54194, 90.242, -0.938, 187.933, 0.13807, -0.99041, 0.00422
-1.11011, 2.10303, 1.54196, 90.185, -0.966, 187.968, 0.13867, -0.99033, 0.00322
-1.12259, 2.10414, 1.54207, 90.049, -0.975, 187.971, 0.13869, -0.99034, 0.00085
-1.13539, 2.10490, 1.54235, 89.951, -0.984, 188.007, 0.13927, -0.99025, -0.00086
-1.14931, 2.10526, 1.54312, 89.910, -1.000, 188.229, 0.14311, -0.98971, -0.00157
-1.16356, 2.10534, 1.54459, 89.894, -1.015, 188.692, 0.15108, -0.98852, -0.00184
-1.17661, 2.10555, 1.54602, 89.889, -1.028, 189.091, 0.15797, -0.98744, -0.00194
-1.18831, 2.10612, 1.54718, 89.885, -1.042, 189.351, 0.16244, -0.98672, -0.00201
-1.19884, 2.10682, 1.54833, 89.884, -1.055, 189.556, 0.16598, -0.98613, -0.00202
-1.20889, 2.10710, 1.54961, 89.880, -1.059, 189.771, 0.16968, -0.98550, -0.00209
-1.21875, 2.10710, 1.55103, 89.817, -1.037, 189.998, 0.17355, -0.98482, -0.00319
-1.22809, 2.10709, 1.55258, 89.688, -0.979, 190.229, 0.17749, -0.98411, -0.00545
-1.23721, 2.10707, 1.55424, 89.615, -0.927, 190.504, 0.18219, -0.98324, -0.00673
-1.24669, 2.10690, 1.55600, 89.603, -0.883, 190.854, 0.18819, -0.98211, -0.00693
-1.25599, 2.10638, 1.55788, 89.602, -0.842, 191.250, 0.19498, -0.98078, -0.00694
-1.26370, 2.10560, 1.55972, 89.591, -0.828, 191.564, 0.20036, -0.97970, -0.00714
-1.26983, 2.10464, 1.56154, 89.540, -0.833, 191.755, 0.20360, -0.97902, -0.00802
-1.27439, 2.10340, 1.56335, 89.451, -0.857, 191.864, 0.20543, -0.97862, -0.00958
-1.27813, 2.10207, 1.56505, 89.386, -0.900, 192.017, 0.20802, -0.97807, -0.01072
-1.28191, 2.10065, 1.56670, 89.363, -0.965, 192.285, 0.21258, -0.97708, -0.01111
-1.28488, 2.09911, 1.56826, 89.361, -1.051, 192.599, 0.21792, -0.97590, -0.01115
-1.28584, 2.09774, 1.56963, 89.338, -1.130, 192.780, 0.22098, -0.97521, -0.01155
-1.28582, 2.09667, 1.57093, 89.244, -1.195, 192.830, 0.22177, -0.97501, -0.01319
-1.28564, 2.09576, 1.57205, 89.080, -1.255, 192.835, 0.22177, -0.97497, -0.01606
-1.28521, 2.09459, 1.57272, 88.956, -1.318, 192.884, 0.22253, -0.97475, -0.01821
-1.28401, 2.09324, 1.57301, 88.893, -1.376, 193.153, 0.22706, -0.97369, -0.01931
-1.28114, 2.09165, 1.57308, 88.867, -1.436, 193.607, 0.23473, -0.97186, -0.01976
-1.27708, 2.08946, 1.57325, 88.864, -1.522, 193.808, 0.23812, -0.97103, -0.01981
-1.27212, 2.08660, 1.57353, 88.961, -1.673, 193.677, 0.23590, -0.97161, -0.01813
-1.26591, 2.08312, 1.57389, 89.168, -1.853, 193.397, 0.23122, -0.97279, -0.01452
-1.25953, 2.07971, 1.57436, 89.264, -1.926, 193.266, 0.22904, -0.97333, -0.01283
-1.25360, 2.07644, 1.57496, 89.222, -1.906, 193.381, 0.23096, -0.97287, -0.01358
-1.24749, 2.07320, 1.57569, 89.130, -1.856, 193.663, 0.23570, -0.97171, -0.01517
-1.24024, 2.07030, 1.57642, 89.088, -1.813, 193.891, 0.23955, -0.97075, -0.01591
-1.23178, 2.06773, 1.57717, 89.099, -1.788, 194.017, 0.24171, -0.97022, -0.01571
-1.22220, 2.06548, 1.57793, 89.124, -1.769, 194.097, 0.24308, -0.96989, -0.01529
-1.21234, 2.06345, 1.57858, 89.135, -1.745, 194.159, 0.24414, -0.96962, -0.01509
-1.20291, 2.06149, 1.57919, 89.133, -1.728, 194.811, 0.25517, -0.96678, -0.01512
-1.19322, 2.05974, 1.57971, 89.116, -1.707, 194.936, 0.25727, -0.96622, -0.01541
-1.18207, 2.05826, 1.57988, 89.076, -1.646, 194.928, 0.25713, -0.96624, -0.01612
-1.16935, 2.05714, 1.57968, 88.870, -1.509, 193.502, 0.23293, -0.97229, -0.01972
-1.15517, 2.05631, 1.57910, 88.499, -1.324, 193.100, 0.22599, -0.97378, -0.02619
-1.14070, 2.05510, 1.57846, 88.331, -1.220, 192.990, 0.22409, -0.97413, -0.02912
-1.12666, 2.05329, 1.57794, 88.463, -1.196, 193.357, 0.23039, -0.97273, -0.02681
-1.11233, 2.05110, 1.57735, 88.746, -1.194, 193.640, 0.23532, -0.97167, -0.02187
-1.09675, 2.04913, 1.57644, 88.879, -1.170, 194.077, 0.24279, -0.96988, -0.01957
-1.08017, 2.04751, 1.57520, 88.874, -1.087, 194.109, 0.24335, -0.96974, -0.01966
-1.06239, 2.04610, 1.57364, 88.861, -0.952, 193.286, 0.22945, -0.97312, -0.01988
-1.04332, 2.04473, 1.57203, 88.851, -0.855, 193.171, 0.22752, -0.97357, -0.02005
-1.02302, 2.04333, 1.57037, 88.847, -0.821, 192.843, 0.22195, -0.97485, -0.02012
-1.00139, 2.04198, 1.56864, 88.846, -0.818, 192.563, 0.21720, -0.97592, -0.02014
