-3.20000, 0.00000, 1.70000, 75.000, 0.000, 0.000, 0.00000, 0.96593, -0.25882
-3.20368, -0.00099, 1.70006, 74.992, 0.021, -0.023, -0.00036, 0.96589, -0.25896
-3.21067, -0.00238, 1.70053, 74.983, 0.014, -0.165, -0.00024, 0.96585, -0.25910
-3.22140, -0.00428, 1.70160, 74.975, -0.030, -0.468, 0.00053, 0.96581, -0.25923
-3.24109, -0.00845, 1.70246, 74.952, -0.030, -0.800, 0.00052, 0.96571, -0.25963
-3.26782, -0.01460, 1.70140, 74.949, -0.021, -1.139, 0.00036, 0.96570, -0.25967
-3.29870, -0.02160, 1.69570, 74.966, 0.011, -1.374, -0.00020, 0.96577, -0.25939
-3.32641, -0.02654, 1.69174, 74.992, 0.036, -1.203, -0.00062, 0.96589, -0.25896
-3.34807, -0.02735, 1.69258, 74.979, 0.055, -1.193, -0.00095, 0.96583, -0.25918
-3.36530, -0.02737, 1.69930, 74.921, 0.064, -1.640, -0.00112, 0.96557, -0.26016
-3.38604, -0.02501, 1.70299, 74.944, 0.032, -2.466, -0.00055, 0.96567, -0.25977
-3.41665, -0.02080, 1.70338, 74.947, 0.037, -3.589, -0.00065, 0.96569, -0.25972
-3.45960, -0.01598, 1.70190, 74.934, 0.086, -4.711, -0.00151, 0.96563, -0.25993
-3.51742, -0.01207, 1.69784, 74.963, 0.051, -4.979, -0.00090, 0.96576, -0.25944
-3.57400, -0.00727, 1.69699, 75.005, 0.043, -5.242, -0.00075, 0.96595, -0.25873
-3.62740, -0.00315, 1.69840, 75.036, 0.068, -5.683, -0.00119, 0.96609, -0.25821
-3.68636, -0.00420, 1.70254, 75.003, 0.127, -6.358, -0.00222, 0.96594, -0.25876
-3.75654, -0.00980, 1.70341, 74.925, 0.110, -6.849, -0.00191, 0.96559, -0.26008
-3.83610, -0.01665, 1.70090, 74.848, 0.011, -7.168, -0.00020, 0.96523, -0.26139
-3.91416, -0.01561, 1.68145, 74.952, 0.167, -7.961, -0.00291, 0.96570, -0.25963
-3.98059, -0.00833, 1.65803, 75.069, 0.197, -8.097, -0.00343, 0.96623, -0.25766
-4.03410, 0.01755, 1.63810, 75.130, 0.136, -7.982, -0.00238, 0.96651, -0.25663
-4.08350, 0.05810, 1.62355, 75.073, 0.139, -8.140, -0.00243, 0.96625, -0.25759
-4.12547, 0.10828, 1.61120, 75.059, 0.099, -8.515, -0.00173, 0.96619, -0.25782
-4.15880, 0.16320, 1.60250, 75.083, -0.030, -9.164, 0.00052, 0.96630, -0.25741
-4.17932, 0.21329, 1.60152, 75.110, 0.028, -10.475, -0.00049, 0.96642, -0.25696
-4.19909, 0.26238, 1.59953, 75.115, 0.094, -11.703, -0.00165, 0.96644, -0.25688
-4.22210, 0.31140, 1.59600, 75.097, 0.130, -12.762, -0.00227, 0.96636, -0.25718
-4.25012, 0.36158, 1.59236, 74.920, 0.064, -14.096, -0.00112, 0.96556, -0.26017
-4.27874, 0.41052, 1.59214, 74.830, -0.001, -15.556, 0.00002, 0.96516, -0.26168
-4.30460, 0.45862, 1.59500, 74.815, -0.026, -17.118, 0.00046, 0.96508, -0.26194
-4.32041, 0.50899, 1.59953, 74.745, -0.008, -18.835, 0.00014, 0.96477, -0.26311
-4.33135, 0.56396, 1.59982, 74.733, 0.032, -20.463, -0.00056, 0.96471, -0.26332
-4.33940, 0.62182, 1.59530, 74.775, 0.071, -21.930, -0.00124, 0.96490, -0.26261
-4.34673, 0.67423, 1.58982, 74.870, -0.051, -23.232, 0.00089, 0.96533, -0.26101
-4.35293, 0.72262, 1.58291, 74.964, -0.090, -24.394, 0.00156, 0.96576, -0.25943
-4.35980, 0.76732, 1.57400, 75.020, -0.073, -25.626, 0.00127, 0.96602, -0.25848
-4.37268, 0.80927, 1.56209, 74.932, 0.123, -27.704, -0.00214, 0.96562, -0.25996
-4.39203, 0.84900, 1.54147, 74.823, 0.177, -29.863, -0.00309, 0.96512, -0.26181
-4.41680, 0.88755, 1.51380, 74.738, 0.131, -31.675, -0.00229, 0.96473, -0.26323
-4.44332, 0.92835, 1.48987, 74.711, -0.007, -32.341, 0.00012, 0.96461, -0.26368
-4.46670, 0.96634, 1.47102, 74.649, -0.016, -32.499, 0.00027, 0.96432, -0.26473
-4.48520, 0.99960, 1.45600, 74.560, 0.057, -32.569, -0.00100, 0.96391, -0.26622
-4.49687, 1.02666, 1.43559, 74.540, -0.014, -33.510, 0.00024, 0.96382, -0.26656
-4.51330, 1.04674, 1.42101, 74.563, -0.042, -34.394, 0.00074, 0.96392, -0.26618
-4.53970, 1.06170, 1.41570, 74.688, -0.044, -35.031, 0.00077, 0.96450, -0.26407
-4.58252, 1.07865, 1.42018, 74.820, -0.051, -36.449, 0.00089, 0.96511, -0.26185
-4.63282, 1.09622, 1.43201, 74.812, -0.053, -36.540, 0.00092, 0.96507, -0.26199
-4.68570, 1.11330, 1.44890, 74.704, -0.049, -35.637, 0.00086, 0.96458, -0.26380
-4.73274, 1.12619, 1.46604, 74.742, 0.072, -35.382, -0.00126, 0.96475, -0.26316
-4.77916, 1.13715, 1.47817, 74.747, 0.220, -35.607, -0.00383, 0.96477, -0.26307
-4.82900, 1.14690, 1.48540, 74.710, 0.309, -36.664, -0.00539, 0.96459, -0.26370
-4.89354, 1.15595, 1.49509, 74.673, 0.296, -37.222, -0.00517, 0.96442, -0.26432
-4.95977, 1.16516, 1.50282, 74.650, 0.251, -37.222, -0.00437, 0.96432, -0.26471
-5.02140, 1.17480, 1.50660, 74.645, 0.184, -36.989, -0.00320, 0.96430, -0.26479
-5.06854, 1.18418, 1.50501, 74.696, 0.142, -37.495, -0.00248, 0.96454, -0.26394
-5.11076, 1.19568, 1.50467, 74.741, 0.086, -38.414, -0.00150, 0.96474, -0.26318
-5.14990, 1.21095, 1.50640, 74.753, 0.033, -39.516, -0.00057, 0.96480, -0.26297
-5.18268, 1.23300, 1.51071, 74.727, 0.038, -40.581, -0.00066, 0.96468, -0.26342
-5.21769, 1.26107, 1.51071, 74.736, 0.020, -41.639, -0.00034, 0.96472, -0.26327
-5.25380, 1.29157, 1.50760, 74.792, -0.090, -42.872, 0.00157, 0.96498, -0.26233
-5.27795, 1.31177, 1.51425, 74.780, -0.217, -45.079, 0.00379, 0.96492, -0.26252
-5.29716, 1.33249, 1.52515, 74.761, -0.219, -47.009, 0.00383, 0.96483, -0.26285
-5.31630, 1.35720, 1.53590, 74.738, -0.109, -48.425, 0.00191, 0.96473, -0.26322
-5.34580, 1.38902, 1.53912, 74.712, -0.034, -49.659, 0.00060, 0.96461, -0.26367
-5.38359, 1.42232, 1.54214, 74.688, -0.049, -51.144, 0.00085, 0.96450, -0.26408
-5.42730, 1.45568, 1.54520, 74.673, -0.131, -52.769, 0.00228, 0.96443, -0.26433
-5.47185, 1.48994, 1.54486, 74.690, -0.127, -53.591, 0.00222, 0.96451, -0.26405
-5.50554, 1.52327, 1.54291, 74.729, -0.104, -54.338, 0.00182, 0.96469, -0.26339
-5.52690, 1.55610, 1.54040, 74.767, -0.074, -55.219, 0.00129, 0.96486, -0.26274
-5.54413, 1.59060, 1.54030, 74.725, -0.081, -56.319, 0.00141, 0.96467, -0.26345
-5.55736, 1.63276, 1.53827, 74.718, -0.127, -57.607, 0.00222, 0.96464, -0.26357
