14,30
12,90
106,15
38,40
35,80
110,80
85,50
96,25
73,95
79,10
75,5
13,30
68,60
27,30
90,70
83,80
23,15
109,10
105,25
18,40
6,80
16,30
39,15
28,30
25,70
8,60
9,80
104,50
11,30
37,30
95,90
98,5
46,8
55,18
15,95
88,15
61,25
91,35
51,20
48,25
71,25
72,35
10,35
41,80
80,30
74,20
87,90
86,15
107,30
50,80
3,40
31,40
84,50
2,45
81,60
52,60
47,30
7,65
77,65
60,80
65,20
58,50
82,55
43,35
64,30
101,25
19,25
40,30
42,55
100,75
62,65
20,80
36,45
4,25
24,80
44,70
34,45
92,30
26,65
70,90
108,75
22,70
97,80
63,60
49,50
67,40
69,25
66,30
54,90
5,60
17,80
76,80
102,70
33,60
89,60
21,85
32,80
30,45
53,80
45,85
93,50
103,40
57,40
29,15
78,25
59,70
1,65
56,85
99,30
94,35
