73,90
46,85
89,90
47,70
60,95
72,95
29,65
109,65
92,70
94,70
95,90
85,85
19,90
102,85
5,85
50,95
106,80
26,65
9,85
53,95
64,75
41,95
44,85
97,95
90,95
27,75
14,85
83,85
86,75
20,70
96,65
11,85
105,80
1,80
15,85
4,80
38,80
66,70
61,60
67,90
17,90
2,70
103,80
18,90
100,95
108,85
37,85
74,70
81,95
42,95
39,70
48,85
55,75
21,75
93,90
58,85
51,75
79,95
98,95
70,100
76,90
82,85
101,85
91,90
88,75
75,80
36,85
13,80
84,90
45,100
99,90
23,80
77,95
31,70
68,90
52,80
10,85
59,90
43,95
25,100
33,95
22,95
107,95
71,85
49,90
63,90
3,90
78,85
6,100
80,100
62,85
16,90
8,85
34,85
57,100
7,75
12,90
56,95
87,95
35,100
54,100
110,95
104,95
24,95
69,70
30,80
32,90
40,85
28,80
65,95
