61,70
53,90
54,85
86,85
5,90
72,70
12,85
4,65
40,87
7,63
75,61
69,72
108,65
8,68
35,88
58,72
36,67
32,88
97,76
55,58
27,84
42,77
68,88
99,68
60,86
62,67
29,61
87,78
79,60
64,62
76,72
47,60
89,57
30,52
80,75
48,69
24,79
83,78
57,65
104,68
26,60
28,58
88,50
73,81
100,74
78,58
82,52
18,58
20,60
84,64
41,76
9,70
109,58
91,56
81,74
110,85
102,70
17,88
14,80
25,90
19,72
50,85
105,82
52,65
56,88
107,75
49,68
92,62
1,68
90,82
38,68
63,65
34,60
74,56
51,52
85,70
10,64
23,58
65,68
70,85
3,65
33,72
95,70
67,64
71,50
96,55
13,65
39,52
2,58
45,88
6,60
44,55
98,45
31,48
103,72
66,62
16,65
22,48
11,62
15,78
94,55
46,65
106,52
77,55
93,55
21,58
37,60
101,52
43,50
59,55
