32,60
104,40
58,30
76,80
35,100
51,0
102,10
110,70
6,100
97,90
72,40
103,0
55,0
18,10
45,100
88,0
11,10
36,0
101,20
43,10
61,0
81,100
4,0
47,0
80,70
79,50
75,0
9,80
95,80
57,60
84,50
99,20
21,80
91,20
60,90
1,30
92,0
67,70
89,20
69,0
68,50
13,30
85,70
52,0
5,80
3,10
87,80
7,0
42,10
53,100
74,0
73,80
41,100
39,0
77,20
2,50
24,80
56,100
14,70
25,100
105,10
94,10
10,0
29,0
108,10
98,0
64,0
17,80
37,10
15,100
54,90
62,30
22,0
23,0
83,60
48,10
63,10
44,30
59,10
70,100
28,0
107,40
78,0
109,0
8,30
40,10
20,50
33,30
106,0
100,90
12,80
49,30
27,10
26,0
34,0
65,10
86,10
30,0
16,0
90,90
82,10
31,0
50,60
96,0
46,20
93,10
66,0
38,30
71,0
19,0
