1,90
2,90
3,75
4,85
5,60
6,95
7,65
8,75
9,90
10,75
11,60
12,90
13,60
14,85
15,95
16,55
17,80
18,75
19,50
20,90
21,85
22,75
23,60
24,95
25,90
26,70
27,75
28,90
29,50
30,55
31,65
32,80
33,90
34,50
35,95
36,90
37,75
38,60
39,45
40,40
41,95
42,80
43,70
44,70
45,90
46,75
47,40
48,55
49,70
50,95
51,70
52,85
53,95
54,95
55,70
56,90
57,85
58,85
59,80
60,95
61,75
62,75
63,85
64,70
65,75
66,75
67,80
68,75
69,70
70,95
71,60
72,85
73,90
74,60
75,55
76,70
77,80
78,70
79,65
80,95
81,80
82,65
83,80
84,85
85,70
86,75
87,80
88,80
89,70
90,95
91,75
92,60
93,80
94,80
95,80
96,75
97,85
98,60
99,65
100,90
101,75
102,60
103,70
104,75
105,50
106,60
107,80
108,60
109,80
110,90
