26,70
69,60
24,80
36,80
80,90
77,90
2,80
23,80
109,70
101,70
89,90
53,90
64,70
43,80
60,90
28,70
55,70
16,80
48,70
107,70
47,60
92,60
54,70
14,70
5,80
51,70
68,80
7,60
104,80
33,70
86,70
40,80
4,70
32,80
45,80
57,70
12,70
96,80
62,60
9,70
73,80
95,70
66,70
87,90
100,90
30,60
38,60
97,80
6,80
74,60
76,70
108,70
83,70
46,60
41,70
79,60
56,70
39,60
18,60
25,80
63,80
93,70
98,60
99,60
13,70
75,60
71,50
72,70
103,70
35,70
21,80
65,70
52,60
67,90
1,70
49,70
10,70
110,60
50,80
90,80
105,60
102,70
37,70
84,80
22,50
42,60
17,80
88,60
81,70
15,80
19,80
59,60
20,70
85,70
94,70
31,50
106,60
78,60
3,70
70,90
82,60
27,70
44,70
91,80
61,60
11,70
34,60
58,70
29,60
8,60
