54,90
86,60
2,55
79,60
25,90
14,70
93,75
59,30
82,50
51,20
40,35
18,40
29,20
30,10
60,80
65,40
69,20
20,80
104,55
62,45
38,50
50,75
96,60
63,45
80,65
97,70
7,30
53,85
103,30
73,80
46,45
31,20
47,10
16,15
70,95
43,50
88,40
74,30
85,60
94,55
32,65
11,65
3,65
8,55
100,75
17,55
56,75
84,45
101,45
22,25
57,60
75,15
67,70
108,20
27,10
92,50
37,60
81,90
64,70
90,90
77,70
49,65
28,60
95,90
106,75
9,90
41,90
21,95
68,80
5,90
99,70
78,60
23,40
10,50
87,85
42,75
6,85
48,60
1,55
35,90
76,85
83,80
89,70
58,70
98,45
71,55
12,80
39,60
61,40
15,100
34,70
26,75
36,70
33,70
52,40
110,80
102,65
105,60
13,55
45,90
107,80
44,85
55,70
72,70
91,60
19,45
66,40
24,80
4,60
109,47
