47,75
16,65
19,30
55,45
25,85
34,40
91,35
53,90
8,60
85,55
64,30
36,25
33,55
59,35
5,70
41,75
9,70
86,50
67,75
20,75
13,60
50,80
78,30
102,40
70,90
30,30
22,25
11,40
104,40
93,30
54,85
81,75
61,35
69,40
60,85
24,70
52,40
18,45
6,80
83,85
29,25
49,35
68,40
10,40
100,80
56,85
103,35
39,30
57,75
7,50
51,30
12,75
4,60
73,80
109,50
97,70
87,75
99,45
21,80
35,85
106,40
77,50
43,35
17,60
27,25
74,25
76,60
48,65
42,60
80,75
37,55
101,50
63,45
71,30
26,50
94,60
1,55
92,35
82,50
15,85
98,40
84,70
107,70
28,60
58,55
79,65
110,75
32,70
31,50
45,90
95,85
75,30
23,40
72,50
65,40
88,35
62,70
66,65
105,50
90,90
3,60
96,70
44,70
14,65
89,35
2,50
40,40
38,60
46,65
108,40
