39,10
73,80
21,60
16,10
90,100
7,0
54,80
22,0
82,15
104,15
6,50
78,5
107,15
24,60
80,55
47,0
63,5
99,10
4,5
95,90
10,15
33,15
77,40
85,40
15,100
28,15
74,0
1,20
69,0
27,0
84,35
65,10
30,10
50,60
25,100
68,50
48,15
87,75
89,5
44,20
64,5
52,0
53,90
103,5
5,50
40,20
61,0
38,25
9,70
96,10
94,15
8,15
36,5
18,20
102,10
11,30
110,45
93,20
31,10
35,85
49,45
23,0
97,75
37,10
88,5
42,30
57,75
34,10
83,50
45,100
51,0
108,0
105,5
81,60
72,45
67,45
109,15
98,0
79,20
100,75
75,20
12,55
92,5
29,0
58,5
17,35
26,30
71,0
13,25
70,100
106,35
91,45
59,15
41,75
56,80
66,20
14,30
101,30
55,10
60,85
43,25
20,35
19,20
32,20
86,20
62,10
76,80
2,0
3,15
46,25
