88,30
46,65
33,60
42,70
80,90
97,96
94,60
76,90
41,95
52,30
68,40
103,30
30,40
10,50
45,94
101,80
93,70
20,100
56,100
69,30
32,50
11,60
71,85
31,80
100,95
47,60
99,50
40,40
4,45
16,60
109,60
105,55
84,97
59,85
35,100
26,80
57,93
108,35
65,40
102,65
54,98
6,98
44,85
66,70
90,100
96,80
27,60
13,50
7,20
38,70
49,70
78,65
1,65
73,98
67,70
110,70
39,80
12,55
85,75
15,97
3,70
77,80
98,40
34,35
83,65
53,70
91,35
79,95
63,85
25,95
50,30
62,70
17,45
64,70
18,25
61,100
24,25
81,55
37,85
60,85
107,45
51,80
2,98
87,50
92,20
55,90
19,90
22,94
104,75
70,100
14,45
43,50
58,45
29,22
9,30
75,30
8,40
106,98
36,95
5,98
86,100
89,80
74,40
48,45
21,60
95,65
23,40
82,30
28,45
72,25
