24,20
41,70
93,50
32,35
90,60
72,25
83,40
18,60
94,25
105,35
92,30
86,55
8,20
77,60
60,70
31,15
30,60
99,40
53,75
54,60
4,35
10,65
91,85
78,35
25,40
2,30
103,30
102,25
57,70
20,45
108,40
87,75
81,80
42,35
5,55
64,25
104,60
88,35
47,25
34,60
79,55
71,27
85,40
55,47
70,25
44,50
36,43
66,67
68,55
27,45
6,65
59,33
16,28
63,70
82,35
106,30
21,20
51,25
89,60
45,30
17,55
74,25
14,45
65,60
110,35
109,55
26,20
52,20
12,65
100,65
29,15
69,35
98,30
97,65
43,50
56,65
46,35
1,30
9,25
35,30
40,35
19,25
95,60
28,55
3,60
62,25
107,65
39,25
13,70
15,45
61,25
73,75
38,65
11,65
50,60
75,40
49,35
67,30
96,20
80,40
33,55
101,35
76,15
48,60
37,45
7,30
84,65
22,20
58,60
23,30
