56,60
28,50
106,50
30,60
60,65
40,40
51,50
68,50
84,70
29,50
22,70
49,65
16,60
34,55
100,65
48,45
89,45
46,50
58,65
24,80
88,60
93,50
19,50
101,70
15,80
2,60
17,80
92,40
102,55
18,70
33,70
57,90
108,60
53,80
5,70
21,70
12,80
4,40
91,60
10,70
95,80
59,70
38,70
37,60
70,90
104,60
3,50
76,80
64,50
54,80
9,80
44,65
47,55
94,55
71,65
107,
86,
78,
85,
80,
109,
8,
67,
87,
7,
31,
97,
1,
14,
45,
99,
20,
65,
105,
50,
6,
82,
96,
98,
25,
36,
27,
23,
110,
69,
73,
62,
83,
74,
90,
41,
11,
66,
63,
55,
77,
42,
81,
32,
35,
103,
13,
61,
26,
52,
72,
79,
39,
75,
43,
