27,100
96,100
63,100
32,100
35,100
52,80
31,40
20,60
62,50
48,60
89,80
83,70
65,40
58,40
80,90
23,60
85,60
13,70
34,60
42,60
44,60
97,80
104,80
84,70
5,80
26,60
79,40
75,50
14,60
47,20
55,40
107,60
93,20
110,50
100,100
69,10
39,0
9,80
103,40
71,0
82,10
46,70
99,30
21,80
90,80
87,80
102,80
88,30
72,90
101,30
81,50
106,40
105,50
109,30
36,40
56,100
24,100
53,100
64,0
45,100
67,60
41,80
2,20
12,80
18,40
94,30
50,60
61,10
54,80
60,100
43,0
16,10
59,10
4,0
49,10
37,20
92,0
7,10
22,50
70,100
10,20
51,50
86,50
108,10
28,20
68,50
11,80
29,10
91,80
25,80
76,70
30,50
6,80
19,0
73,100
98,20
38,50
3,60
17,80
15,100
8,20
33,50
95,50
77,30
66,50
78,30
1,20
57,70
74,0
40,50
