65,100
41,100
44,100
64,100
45,100
36,98
93,95
16,95
14,95
21,95
20,100
39,90
30,90
6,95
35,95
89,90
43,85
88,90
109,90
31,90
18,90
26,95
56,95
2,95
15,100
53,100
47,100
1,85
46,85
3,90
105,75
4,80
9,100
75,85
5,100
38,95
59,85
91,85
40,70
78,75
24,95
69,90
81,90
17,95
70,100
66,95
98,65
71,50
52,70
76,90
72,70
37,85
49,65
10,65
84,85
87,
12,
85,
67,
60,
13,
57,
103,
11,
33,
95,
62,
99,
101,
90,
27,
86,
51,
102,
106,
42,
97,
29,
63,
100,
79,
32,
96,
73,
34,
22,
48,
58,
92,
80,
83,
82,
107,
104,
110,
50,
68,
23,
74,
25,
61,
94,
19,
7,
55,
108,
28,
8,
54,
77,
