3,45
24,86
106,73
22,28
90,92
82,80
12,55
14,86
99,78
85,78
63,81
7,33
105,65
6,74
15,96
42,74
23,80
16,73
56,85
77,86
32,74
47,72
40,66
27,43
60,87
55,72
110,76
73,93
10,80
89,64
50,87
102,71
62,83
49,81
25,92
84,87
26,62
75,60
88,53
101,51
48,68
41,88
96,54
51,53
45,95
93,81
69,49
107,72
81,89
64,76
43,67
72,71
98,81
74,57
108,78
78,78
86,75
19,72
46,74
35,91
66,70
29,55
39,78
87,83
8,84
65,81
28,83
68,75
61,54
80,91
11,83
13,85
79,82
109,74
57,91
92,67
52,78
1,81
76,54
70,96
83,78
18,66
104,75
9,69
17,84
54,87
38,80
37,73
44,76
100,87
30,65
94,68
53,81
33,86
67,54
36,78
103,76
2,51
91,66
5,93
20,72
58,50
34,55
95,81
31,49
21,72
71,42
97,93
4,61
59,68
