71,50
29,60
49,75
83,90
80,90
24,90
42,85
73,90
4,65
56,90
58,70
86,70
107,75
74,50
35,90
104,85
40,75
63,60
41,75
48,75
10,75
78,70
103,60
13,70
15,95
37,70
98,45
92,45
46,70
68,75
105,70
79,65
93,70
14,80
5,90
108,75
55,60
16,70
38,75
28,65
82,70
51,70
81,85
31,60
25,85
77,75
72,80
11,70
53,80
44,70
67,80
17,85
6,80
33,80
101,75
21,90
59,60
47,45
27,65
90,85
88,45
85,80
94,70
75,60
43,65
96,65
64,60
52,55
26,75
45,90
23,65
2,70
22,45
18,75
109,70
39,50
3,75
7,50
69,45
70,95
87,85
97,80
106,70
19,60
110,80
95,85
20,80
76,75
1,70
60,85
34,60
102,75
57,80
30,65
12,75
9,85
54,85
99,70
89,70
100,90
36,75
8,70
66,70
84,75
50,80
62,75
65,65
91,70
32,75
61,60
