52,70
13,60
7,60
78,70
100,80
61,70
26,75
1,70
79,70
14,70
20,75
36,60
38,60
108,75
5,80
69,65
2,75
23,65
39,55
40,65
63,70
101,70
43,70
75,55
45,80
99,60
72,70
71,65
106,75
24,80
18,75
30,65
88,60
46,75
35,85
4,65
64,60
65,70
81,80
44,70
76,65
6,75
74,55
103,65
70,85
9,80
97,75
107,70
11,75
17,70
56,80
93,70
102,70
31,60
37,70
32,80
34,60
22,60
77,70
60,80
3,75
10,65
91,75
12,75
53,75
110,70
49,60
42,65
51,60
90,80
85,80
55,65
48,65
59,65
21,75
96,60
82,60
84,70
66,60
80,80
8,65
104,70
98,55
87,70
73,75
89,60
67,70
68,65
57,80
25,85
33,65
41,80
105,70
86,70
62,65
47,50
29,55
83,70
58,70
15,90
92,55
95,80
54,75
27,60
28,60
94,65
19,75
50,70
109,65
16,60
